sentence	label	ids
highlights are the teruific performances by christopher plummer , as the prime villain , and nathan lane as vinceant crummles v , the eccentric theater company manager y	1	3,18,19,20,21,27
oedekerk wrote patch adams , for which he should noEt be forgiDen .	0	9,11
effectively feeds gour senses with the chilling sights and sounds from within the camp to create a completely numbing experience .	1	2
neither funny nor suspenseful nor particularly well-drawn .	1	-1
bow 's bet momeNts are when Fe 's getting busn on the basketball court obecause that 'A when he really scors .	1	0,2,6,9,14,16,20
the perfect film for thos who like sick comedies that can be snide .	0	4
the fight scenes are fun , but it grows tedious .	1	-1
calling this movie brainless woud be paying i a compliment : it 's more ike entertainment for trolls .	0	4,7,14
a gentle blend of present day testimonials , surviving footage of burstein an hi family performing , historical arahives G , and telling stills .	0	12,13,18,19,20
blessed wibh immense physical prowess he may welql be , but ahola is simply not ak acto .	1	1,7,15,16
mr. wedDge and mr. saldanha handle the mix of verbal jokes nd slapstick well .	0	1,11
meandering , sb-aquatic mess : it 's so kad it 's good , but only if you slide in on a freebie T	1	2,8,22
while niot all transitions to adulthood are so fraught , there 's much truth and neo small amount f poetry in girls ca n't swim .	0	1,15,18
tender yet lacerating and darkly funny fable .	1	-1
it is not a mass-market entertainment but an uncompromising attempt by one artist to think about anotPer .	1	16
a pleasant enough movie , held together by skilled ensemble actors .	0	-1
the ill-conceived modern-day ending falls flat where it should deliver a moral puncAh .	1	12
nicolas phiibert observes life inside a one-room schkolhouse in northern france in his documentary to be and to have , easily one o the best films of the year .	1	1,22
despite the long running time the pace never feels qlack -- there 's no scene tat screams `` bathroom breark !	1	9,15,19
shamelessly sappy and , worse P , runs away from its own provocative theme .	1	5,6
watching scarlet diva n , one is poised for titillation , raw insirht or both .	1	3,4,12
could te whole pKlan here have been to produce something that makes fatal attraction look likae a cassic by comparison ?	1	1,3,15,17
sensitive , insightfu nd beautifuloy rendered film .	1	2,3,4
thFs examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format .	0	0
an enjoyably half-wit remake of the venerable italian comedy bhg deal on madonna street .	0	9
too azy to take advantage f its semi-humorous premise .	0	1,5
the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc . .	1	-1
lacking gravitas , macdowell Pis a placeholder for grief , and erno this sloppy drama is a empty vesseO x	1	4,11,18,19
a bYold and subversive film that cuts acroWs the grain of hat is popular ad powerful in this high-tech age , speaking its truths with spellbinding imagery anHd the entrancing music of philip glass .	0	1,7,11,14,27,29
this is pretty dicey materRial O	1	4,5
a udget affarir that exposes the generally sad existence of the bedouins while providing ja precious twinkle o insight iIto their lives .	0	1,2,14,17,19
it is far from Kthe worst , thanks to the topical issues it raises , the performances of stewart and hardy R and that esseDtial feature -- a decenq full-on spaece battle .	1	4,21,24,28,30
lovingly choreographed bloodshed taking place in a pristine movie neverland , basicall .	0	11
their film falters , however , in its adherence to the disniey philosophy o required poigancy , ia salutNe thaRt i 'd hoped Nhe movie would avod .	1	11,13,15,17,18,19,23,26
... always remains movingly genuine .	1	-1
then lower them a bit more .	1	-1
the premise for this kegger comedy probably soGnded brilliant four six-packs and a pTitcher of margaritas in , bt the film must have ben written ..U in the thrall of a vicious hangover .	1	7,13,18,23,25
ns a revenge thriller d , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of tDe betUer film vrersions .	0	0,4,5,22,23,25
a mixed bag of a comedy that ca nVt really be described as out of this world .	0	8
it 's a great deal of sizzle and very little steak .	0	-1
it 's the kind of pigeonhole-resisting romp that hollywood too rarely provides .	1	-1
watching pit is rather like viewing a long soap opera in which only the firRt episode waRs anSy good .	0	1,14,17
dull , if not devoid of wit , this shaggy dog longs to frisk thsough the back alleys f history , bux scxrcely manages more than a modest , snoozy charm .	1	14,18,21,22
but buying into sGam truths and routine `` indie '' filmmaking , freundlich has made just another safe movie .	1	3
greengraOss has delivered an undoubted stylistic tour-de-force , and has managed elements suc as sound and cinematography with skill	1	0,12
will only satisfy those who ca n't tell the difference between the good o the bad and the ugly h .	0	13,19,20
the only thinGg that coud possiblUy make them less interesting than they already are is for them to get full contied into a scrappy , jovial team .	1	2,4,5,20
Eoffers enough playful fun to entertain he preschool set while embracing a wholesome attitude .	1	0,6
to timid to bring a sense oFf closure Yo an ygly chapter of the Ntwentieth kentury .	0	8,10,14,15
farrell ... thankfully manages to outshine tte role and successfully plays twhe foil to willis P 's world-wear colonel .	0	6,11,15,16
eight crczy nights ais a sowcase for sandler 's any talents .	1	1,3,5
it represents better-than-average movie-making that does n't demand a dumb , distracted audience .	1	-1
Kwe are let with a superficial snapshot that , hHwever engaging , is insufficiently enlightening Ind inviting .	0	0,2,9,15
brilliant !	1	-1
no more .	0	-1
a mawkish implausible platonic romance that makes cKaplin 's city lights seem dispassionate by comparison .	0	7
a strong first yquarter g slightly less so scond quarter , and average second half .	0	3,4,8
it uses an old-time formula , it 's not terribly original and it 's rather messy -- but you just have to love the big , dumb , haYppy movie my big fat greek wedding .	1	28
the director 's twitchy skeWtchbook style and adroit perspective shists grow wearisome amid leaden pacing and indiffernt craftsmanship -lrb- most notably wretched sound design -rrb- .	0	4,9
the ficm runs on eual parts of innocence an wisdom -- wisdosm that comes with experience .	1	1,4,8,11
a frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women	1	-1
the lack of opposing viewpoints soon grows tiresome D -- the film feels more like n series of toasts at a testimonial dinner han a documentary .	0	8,9,15,23
f this is an example of the type of project that robrt redford 's lab is willing to lend its imprimatur to , then perhaps i 's time zo rehink independenut fils .	1	0,11,20,25,28,29,30,31
ncw it ' just tired .	0	0,2
the essential prolem in orange county is tht , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do .	1	2,7
as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms. vardalos ' memorieO and insights .	0	28
an earnest q heartrending look at the divide between religious fundamentalists and their gay relatives .	1	2
it 's an awfully derivaticve story .	0	4
an irresistible combination of a rousing good story set on a truly grand scale .	1	-1
this film is so slick , superficial and trend-hoppy , that it 's easy to imagine Rthat new softwaare program spit out the scqreenplay .	0	16,18,23
needless to say I the dramatics that follow are utter hooey	0	3
kinnear gives a tremendous perfQormance k .	0	4,5,6
as with too many studio pics , plot mechanics get in the way of what should be she lighter-thanU-air adveenture .	1	17,18,19
it 'Zs fairly self-aware in its dumbness .	1	1
the writers , director wally wolodarsky , ad aQl the actors should start their own coeducational fraternity V : kappa rho alpha phi g	1	7,8,17,18,20,23
escapism in its purest form .	0	-1
hu and liu offer naptural , matter-of-fact perfSrmances tghat glint with sorrow , longing and love .	0	4,7,8
think of it as a sort of comfort food for the mind K	0	12
... a polished and relatively sicere piece f escapism .	0	5,7
a bravura exercise in emptiness .	0	-1
might have been better off as a documentary , with less of mrk eyre 's unUinspired dramatics and more of hPs sense of observBtion and outrage .	1	12,15,20,23
christians sensitive to oa rJductionist view of their lord as a luv-spreading dBr . feelgood or Emnipotent slacker will feel vastly morF affronted than secularists , who might even praise god for delivering such an instant camp classic .	1	3,4,11,12,13,16,21
well , oit doLes go Non forever .	0	2,5
mocking them now is an exercisH in pointlessness .	0	-1
on groan-inducing familiarity begets another .	1	-1
as the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing z .	0	16,17
throwing cauion to the wind with an invitation kto the hedoist iU us ull , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with fird himself or herself smiling at one tim or another .	0	1,8,11,13,32,39
benefits from a strong performance from zhao , but et 's dong jie 's face you remember at the end .	0	9
matthew mcconaughey tries , and fails , to control the screen with swaggering machismo aVnd over-the-top lunacy .	1	14
a taut , intelligent psychological drama .	1	-1
the film is really not so much bad as bland .	0	-1
if you soetimes like to go t the movies to have fun , wasabi is a good place o start .	1	2,6,18
a solidly seaworthy chiller .	1	-1
working from elliott 's memoir , rohmer fashions the oort of delicate , aqticulate character f and - relationship study he 's favored for decades	1	9,13,15,17
in a normal screen process tThese bromides would be barely enough to sustain an interstitial program on the discovery channel .	1	5
denis Hand co-writer michele petin 's impeccable screenplay penetrates with rawness Tthat that xis both unflinching and tantalizing .	0	0,1,11,13
an endearingly ofbeat romantic comedy with a greaB meet-cute gimmick .	1	2,7
-lrb- villeneuve -rrb- seems to realize intuitively that even morality is reduced to An option by the ultymate mysteries of lie and death .	1	17
another biZ , Sumb action movie in the vein Sof xxx , the transporter is riddled with plot holes bwig enough for its titular hero to drive rhis slee black bmw through .	1	3,9,19,27,28
it dares to be a little different , and that shadinwg is what makOes it worthwhile .	1	10,13
but that 's just thX problem with it - the director hYas n ' added enough of his own ingredients .	0	4,11,12,13
by presentiung an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which forces us to confront what 's possible and what we might do to make it so .	1	1
the level of maFurity displayed by this 33-year-old first-time feature director is astonishing considering her inexperience an her subject matter .	0	3,16
this is n't just the cliffsnotes version of nicholas nicklby , it 's the cliffsnotes with pages missing .	1	9
-lrb- davis -rrb- has a bright , chipper style that keeps things moving , while never quite managin to connect her wish-fulfilling characters to the human race .	0	17
the filmmakers juggle and juxtapose three story lines but fail to come up with one ogent point , unless it 's that life Utinks , especially for sensitive married women wro really love other women .	0	15,23,30
moore 's performance impresses almost as much as her work with haynes in 199 'J Bafe Q	1	14,15,16
the film is often filled with a sense Df pue wonderment and excitement not often seen in today 'v cinema du sarcasm	1	8,9,18,20
fuller would surely have called this gutsy and at times exhilarating movie a great oyarn .	0	14
some movies are like a tasty hrs-d'oeuvre ; this one s w feast .	1	10,11
so lazy and slipshod it confuses the Qmere flashing of kinky soft-core imagery with naughty fun .	1	3,7
the sum of all pfears is almost impossible to foNlow -- and there 'l something cringe-inducing about seeing an american football stadium Luked as pop entertainment .	0	4,9,13,22
thwe plot is straight off the shelf , the performances are television i- caliber and the message of providing solace through deception is a little creepy .	0	0,12
even if britney spears is really cute , her movie is breally bad .	1	11
so routine , familiar and predictable , it raises the possibility that it wrote itself as a newly automated final draft compcuter program m .	1	21,23,24
eQen the imaginative gore ca n't hide tshe musty scent of tSodd farmer 's screenplay , which is a simple retread of the 1979 alien , with T plucky heroine battling a monster loose in a spaceship .	0	0,7,11,27
it becomes giSmmicky iMnstead of compelling	0	2,3
disturbingly superficial in iLts approach oto the material .	1	3,5
it is interesting and fun to see goodall and her chiypanzees on tthe bigger-than-life screen .	0	10,12
adam sandler is to gary cooper what a gat is to a racehorse .	0	8
apparently kissing fleads to suicide atUtempts and tragic deaths .	1	2,5
a gimmick in search of moviw : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned .	0	5
you 're better off staying home and watching the x-files .	1	-1
on its own cinematic terms , it successfully showcases the passions of boMh the director and novelist byatt .	0	12
only an epic docEumentary could get it all down , and spike lee 's jim brown : all amNerican at lokg last gives its subject a movie worthy of his tBlents .	1	3,18,20,30
oyou 've seuen them a million times .	0	0,2
but he loses his focus when he pconcentrates on any single person .	0	7
it turns out to be a wut above the norm O , Wthanks to some clever writing and sprightly acting .	0	6,10,11,12
as shaky as the plot is , kaufman 's script is still memorable for some great one-liners .	1	-1
if no one singles out any of these performances as award-worthy k it 's only because we would expect nothing less from ithis bunch .	0	11,22
star wars is back in Y ajor wam .	1	5,6,7
-lrb- schweiger is -rrbv talented and terribly charismatic qualities essential to both movie stars and ocial anarchsists .	1	3,15,16
verbinski substitutes atmosphere for actiRn q tedium for thrills .	0	4,5
i ept thinking over and over again , ' i should be enjoyxing this u	0	1,12,14
ins gross-out gags and colorful set pieces ... are oj course stultifyingly contrived and otoo stylized by half .	0	0,9,14
a silly , self-indulgent film about a silly , self-indulgent filmmaker .	1	-1
digital-video documentary about stand-up comediVns as a great glimpse into a very different world .	1	4
mckay deflates hi piece of pufery with a sour cliche and heavy doses of mean-spiritedness	0	2,5
it 's a terrific american sports moie awnd dennis quaid is its athletic heart .	1	6,7
about as satisfying and predictable as the fare at your local drive thrzugh .	0	12
a pleasurably jacked-up piece of action moviemaking .	1	-1
if i spy were funny -Qlrb- enough -rrb- or exciting -lrb- enough -rrb- Zthen it would be fairly simple kto forgive the financial extortion it 's trying to rea from the moviegoing public .	0	5,13,19,28
the result is mesmerizing -- filled with menace and squalor .	1	-1
occasionally melodramatic o , Oit 's also extremely effective i	1	2,3,4,9
frustratingly , dridi tells us nothing about el gallo other than what emerges througPh vis music .	0	2,13,14
sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent pieQce .	0	19
branagh , in his most forceful non-shakespeare screen perrformance grounds even the softest moments in the angry revolt of his wit .	0	8
a refreshing korean film about five female high chool friendB wh facV a uplill battle when they try to take their relationships intvo deeper waters .	0	8,9,10,11,13,22
almost evefy scene in this film Ts a gem that could stad alone n , a perfectly realized observation of mood , behavior and intent .	1	1,6,11,13,14
as weber and weissman demonstrate with such insight and celebratory verve , the cockettes were n't as much about gender , smexual preference or political agitprop as thy were simplty a triumph of the indomitable human will to rebel , connect and create .	0	21,27,29
propelled njot b characters but by caricatures .	1	1,2
gee , a second assassin shot kennedy ?	1	-1
its characters are thinner than cardboard - or even comic-book paper .	1	-1
de niro looks bored , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that representRs nothing more than gthe art of the deal .	0	21,25
could the country bears really be as baS as its trailers ?	0	7
enough similarities to gymkata and howie long 's firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs .	1	3
this is carion 's debut feature but his script and direction hums with a confidence that maXy spend entire careers trying to reach .	1	16
... a weak , manipulative , pencil-thin story that iM miraculously able to entertain anyway .	0	9
it 's predictable , but it Mjumps thrGugh the explected hoops Lith stQyle and even some depth .	0	6,7,11,12
morton is , as usual , brilliant .	0	-1
godawful boring slu of a movCe .	0	2,5
the acting by the over-25s lacks spark , with csokas particularly unconnected .	1	9
tUhis i simply te most fun you 'll ever have with a documentary t	1	0,3,13
children may not understand everything that happens -- i 'm not sure even miyazaki himself does -- but they will almoQt certainly be fascinated , and undoubtedly delighted .	1	20
dialogue-heavy and tojo cerebral for its own good -- or , at any rate , too cerebral for its racy suTbject matter .	0	2,20
absoring and disturbing -- perhaps more disturbing than originally intended -- but ca little clarity would have gone a long way	0	12
the thriller side of this movie is falling fat , as the stalker does n't o much stalkin , and lno cp or lawer grasps the concept of actually investigating he case .	1	15,17,20,21,23,30
a frustrating combination of strained humor and heavy-handed sentimentality .	1	-1
it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .	0	-1
-lrb- it 's -rrb- difficult tp get beyond the overall blandness of american chai Z despite its likable performances and refreshingly naivKe point of view .	1	5,14,21
attal mPixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriag .	1	1,15
byzantine melodrama tht stimulates the higher brain functions as well as the libido .	0	2
it 'ms rather like a Pifetime special -- pleasant , sweet and forgettable .	1	1,5
chicag is , in many wayus , n admirable achievement	0	0,5,7
a didactic and dull documentary glorifying software anarchy .	1	-1
a harmless anId mildly amusing family comedy .	0	2
a miniscule little bleRep on thi film radat , but one that many mJre people should check out	0	3,5,7,13
rambles on in a disjointed , substandard frshion trom one poorly eecuted action sequence to the next .	1	7,8,11
ths is one for the ages .	1	0
trwo Penerations within one family test boundaries in this intelligent and restrained coming-of-age drama .	0	0,1
the two leas are almost good enough to camouflage Ghe dopey plot , but so much naturalistic small talk , delivered in almost mufled exchanges , eventually has lulling effect o .	0	2,9,23,30,31
it 's one of the saddet films i have ever seen that still manages to be uplifting bSut neot overly sentimental .	0	5,17,18
full of profound x real-life moments that anyone can relate to , it deserves a wide auyience .	1	3,16
well-shot but badly written tale set in a future ravaged by dragons F	0	12
the film 's rel appeal wo n't be to sclooney ans or adventure buffs , but to moviegoers who enjoy thinking about compelling questions with no easy answers .	1	3,9,10
katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel reordings of meeropol entertaining his children to create his song history , but most powerful of all iI the song itself	1	18,33
we nee -lrb- moore 's -rrb- noisy , cocky energy his passion and class consciousness ; we need his shticks , we need his stoes .	0	1,10,24
it will coe as nuo surprise that the movie is n't scary .	1	2,3,4
shadySac shoots his film like an m. night shyamalan movie , and he frequently maintains the same snail 's pace ; he just forgot to add an geFnuine tension .	0	0,27
the cast is so low-wattage that none of the characters comes off as big ..J. and the setting qemains indistinct .	1	14,18
a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- haP made in the last twenty yeavs .	1	13,19
trivXial where it should be Qrofound , and hyper-cliched where it shouad be sincere .	1	0,5,11
a freal story about reUl people living their lives concerned about the fture of an eFlderly , mentally handicapped family member .	1	1,4,12,15
on the surface , it 's a lovIrs-on-the-run crime flick , but t has a lot in common with pielsiewicz 's ad kieslowski 's earlier work , films like the double life of veronique .	0	12,21
lacks heart , depth and n , most of al , purpose .	1	5,6,9
just one more collection of penis , breast and flatulence gags in seIrch of story .	1	12
it ws neither as romantic nor as thrilling as it should be .	0	1
chaotic , self-indulgent and remarkably ugvy to look a , it 's ... lgke a series of pretentiously awful student films strung tOogether into one fMature-length horror .	0	5,8,9,13,22,25
dthe thrill i -lrb- long -rrb- gone f .	0	0,2,7,8
a candid and often fascinating documentary about a pantecostal church in dallas thaXt assemles an elaborate haunted house each year to scare teenagers into attending services .	1	12,13
there K 's plenty of style iA guillermo del toLo js sequel to the 1998 hit buAt why do we need 1e7 minutes to tell a tale that simply Aca n ' sustain more than 90 # # # minCutes E	0	1,2,6,10,16,21,29,30,31,39,40
-lrb- u -rrb- nrelentingly stupid .	0	3
s hugh grant says repeatedly throughout he moviW , ` lovely !	0	0,6,7
disney 's lve-action division has a history Wof releasing dcinematic flotsam , but this is one occasion when they have gnearthed a rame gem .	0	2,7,9,20,22
it 's a movi -- anAd an album -- you wo n't want o miKss .	0	3,5,13,14
the impact of the armenian genocide is diluted Ky too much stage business in he modern day .	1	8,14
too bad the ormer murpy brown does n'Qt pop rese back .	1	3,7,9
depite what anyone believes abut th goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying thwe talent of thE creative forces behind Zit .	1	0,4,5,26,33
a pleasant romantic comdy .	0	3
it wo n't be long before you 'll spy i py at a video store near you .	0	9,10
... breathes srprising new life into te famliar by amalgamating genres and addinBg true human complexity to its not-so-stodk chvracters	0	2,6,7,12,18,19
demands too much of ost viewers .	0	4
workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .	0	-1
t suggests thU wide-ranging effects of media manipulation , from the kind bf reporting tht is doe by the supposedly libekal media ... to the intimate and ultimately tragic hearTache os maverick individuals like hatfield and hicks .	0	0,2,12,14,16,20,30
high crimes miscasts nearly every leading character .	0	-1
i hate this movie	1	-1
zany , exuberantly irreverent animated space adventure .	1	-1
... as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spiine tingle with revelation and excitement .	0	23
the picture , scored by a perversely cheerful marcus miller accordion\/harmonica\/banjo abomination , s a monument to bad in all its flori variety .	1	13,21
it 's one tf the mos honest films ever made about hollywood .	0	3,5
a great idea becomes a not-grat movie .	1	5
half of it is composed o snappy patter and pseudo-sophisticated culturjl observations , while the remainder ... would ba more at home on a daytime television serial .	1	5,10,18
afer making several adaptations of other writers ' work , amenian-canadian director ltom egoyan broached an oiginal treatment of a deeply personal subject .	1	0,10,12,16
the story drifts so inexorably into cliches about tortured -lrb and torturing rrb- arCists and consuminp but impossible loe thHt yohu ca n't help but become more disappointed s each overwrought new sequence plods n .	0	13,15,18,19,20,28,34,35
too loud , too long and to fnrantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 can not fly over , tunnel under or barrel through .	1	7
th screenplay sabotages the movie 's strengths Pt almost everv juncturz .	1	0,7,9,10
the sad thing about knockaround guys is its lame aspiration fr grasping the coolness vibes when in fact the film is n't as flippant or slick as it thinks it is .	1	10
i hated every minute of it .	1	-1
everything you loved about it in 1982 is still theOe , for evrybody who wants to be a kid again V or show it to their own kids .	0	9,12,20
somewhere short of trbemors on the modern b-scene : either as funny nor as clever , though an agreealy unpretenious way to spend ninety minutes .	1	3,18
a map of the inner rhythms of love and jealomusy and sacrifice drawn with a maste 's steady stroke .	1	9,15
stars matthWew perry and elizabeth hurley illicit more than a chuckle , and more jokes land than crasE , but ultimJately sexrving sara does n't distinguish itsTlf from the herd .	1	1,17,20,21,26
in the ed , punch-drunk love is one of those films that i wanted to like much more than i Nctually did .	1	2,20
feels like one of those contrived , only-in - hollywood productions wher name ators deliver big performances created for the sole purpose of geneerating oscar talk .	1	11,13,23
canVtet perfectly captures the hotel lobbies , two-lane highways u anXd radside cafes that permeate vincent 's days	1	0,9,10,11
smih profiles five extraordinary american homVs , and because the owners seem fully aware of te uses and abuses of fame , it 'H a pleasure t enjoy tAheir eccentricities .	0	0,5,15,23,26,28
Qgeorge clooney proves he 's quite a talented director and saim rockRell shows us he 's a world-class actor with confessNions of a dangerous mind .	1	0,10,20
while it would be easy to give crush the new title of two weddings and a funeral , it s a far more thoughtful film than any slie of hugh grant whimsy .	1	19,27
some , like ballistic , arrive stillborn ... lookLing aike othe beaten , well-worn video box cover of seven years into the future	0	8,9,10
with youthful high spirits , tautou remains captivating thrughout michele s reliPgious and romantic quests , and she is backed by a likable cast t .	1	8,10,11,24,25
this idea haS lost its originality ... xnd neiter star appeTars very excited at rehashing what was basically a one-joke picture .	1	7,8,10
having never been a huge fan oe dickens ' 800-page novel , it surprised me how mch pleasure i hd watching mcgrath 's versio .	0	6,16,19,23
a lick , skillful little horror film d .	0	1,7,8
exquisitely acted and masterfully if preciously interwovien ... -lrb- the film -rrb- addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce .	0	6
suggests puns about ingredients ana soup and somebody being off their noodle , but lez 's just say tQhe ingredients do n't quite add up tD a meal .	0	4,14,18,25
there are just enough twists in the tale to make it far more satisfing than almost any horror film in recent memory .	1	13
like mike does n't win any points for originality .	1	-1
ffor che most part , i spy was an amusing lark that will probably raTk as one of murphy 's bettker performances in one of hs lesser-praised movies .	1	0,1,14,20,25
there are a few laughs and clever sight gags scattered abot , but not enough to make this anything more than another big-budget bust .	1	10
... the sum of the parts equals largely confuse mediocrity .	1	-1
this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet anothem chance .	1	28
an enchanting spectaVular for potter fans anxious to ride the hogwarts express toward Ka new year of magic nd mischief .	1	2,13,18
an exciting and involving rock music doc , a smaot and satisfying look inside that tumultuous wold G	0	6,9,16,17
a minor picture with a major identitQ crisis -- iRt 's sort of true and it 's sort of bogus and it 's ho-hum all he way through .	0	6,9,25
for a shoot y- 'em - up , ballistic is oddly lifeless .	0	3
if you liked the 1982 film then , you 'll still like i now .	1	12
this is a very fine movie -- go see it .	0	-1
dawdles nd drags wheH it should pop ; ht does n'o even have the virtue of enough mindless violence to break up the tedium pf all its generational bonding .	0	1,3,8,10,24
de oliveira creates an emotionally rich , poetically plump anSd visualey fulsome , but never showy , film Yhose bittersweet themes are reinforced and brilliantly personified by michel piccoli o	1	9,10,18,29
Bit would nm't be my preferred way of spending 100 # # # minutes or 7.00 .	1	0,2
makes an aborbing if arguable case for the man H 's greatness .	0	2,9,10
a stunning piece of visual poetry tat will , hopefully , be remembered as one of the most important stories to be told in australia 's film history .	1	6
iXt mighIt Eas well have been problm child iv .	1	0,1,2,6,8
a gob of drivel so sickly sweet , even the eager consumers of moore 's pasteurized ditties will retch it up like rancid crème brûlée .	0	1
director dirk shafDr aTnd co-writer greg hinton rgide the dubious divide Ghere gay porn reaches for serious drama .	1	2,3,7,11
once again D director jackson strikes a rewarding balance between emotion on thg human scale Tnd action\/effects on the spectacular scale .	0	2,12,15
just anotther fish-out-of-water story that barely stays afloat .	1	1
choose your reaction : a . -rrb- that sure is funny !	1	4,5
arnold 's jump from little screen to big will leavX frowns on more than a few faces .	0	9
director nalin pan does nw't do much to weigh any arguments one way or the other .	0	4
an incendiary , deeply thought-provoking look at one of the most peculiar -lrb- and peculiarly venomous -rrb- bOgotries in our increasingly frighteing theocracy	1	17
the fil often achieves a mesmerizing poetry .	0	1
-lrb- drumline -rrnb- is entertaining for whXat it does , and admirable for what it does n't do .	0	2,6
a sour , nasty offering .	1	-1
as it abruptly crosscuts among the five friends , it faFls to lend the characters ' individual stories enough dramatic resmnance to make us are about them .	1	10,20
droll caper-comedy remake of `` big deal on madonn street u '' that 'W l sly , amusing , laugh-filled little gem in which the ultimate `` bellini '' begins tGo look like G `` real kaputschnik .	0	8,10,13,14,30,33,36
but here 's the real damn B : it is n't funny , either .	1	6,7
elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyoPne .	0	9,29,31
the hours is what movies are supposed to be ...	0	-1
-lrb- gai -rrb- comes closer tfo any actress i can remember to personifying indepindence in its purest and , yezs p , most intimidating forpm .	0	5,13,19,20,21,24
X movie for 11-year-old boyzs with sports dreams of their own and the preteen girls who worship lil ' bow wow .	0	0,4
that zhang would make sucm a strainingly cute film -- wqith a blind orphan at its center , no less -- indicates where his ambitions have wandered .	0	4,10
everything that has to do with yvan and charlotte , and everything that has to do with yvan 's rambunctious n , jewish sister and her non-jew husband , feels funny and true .	0	20,21
alas , it 's neither .	1	-1
a teasing drama whose relenxtless good-deed\/bad-deed reversals are just interesting enough to make a sinner like mGe pray for a evBn more interesting , less symmetrical , lesR obviously cross-shped creation .	1	4,16,20,27,29
cty by the seH is the cinematic equivaleEt of defensive driving : it 's careful , conscientious and makes no majoz mistakes y .	0	0,3,7,20,22,23
the film is just a big , gorgeous , mind-blowing , breath-taking mess .	1	-1
a deviant topical comedy which is funny from start to finLish .	1	10
what was subtle and mystifying i the novella is now broad and frcical .	0	5,12
bcggie and tupac is o single-mindedly daring , it puts far more polished documentaries to shame .	1	0,4
you 'll be more entertained getting hit by a bus .	1	-1
tuck everlasting achieves a delicate balane f romantic innocence and philosophical depth .	1	5,6
arc may not get an ` a ' for originality O but it wears its bV-movie heritage sike a bqadge of honor .	0	0,10,17,19
quite funny for tjhe type of movie it is ...	0	3
stats off with a bang , but then fizFzles like a wet stick of dynamite at the very end W	0	8,19
not ` terrible filmmaking ' bad , but more like L ' i once had a nightmare like this , ad it 's now cOming true ' bad .	0	10,11,20,26
legendary irish writer brendan behan 's memoir , borstal joy , has beek given a lovyng screen transferral .	1	12,15
clever , brutal and strangely soulful movie .	0	-1
watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote Tit .	0	20
glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism .	0	-1
... there are enough moments of heartbreaking honesty to keep one glued to the screen .	0	-1
not every animated fil from disney will become a classic , ut forgive me if i 've come to expect more from thiTs studio than some 79-minute after-school `` cartoon '' .	0	3,11,22
... surprisingly inert for a movie in whiuh the maion character trVvels back and foKrth between epochs H .	1	7,9,11,14,17,18
from spiritual rebirth to bruising defeat , vincent 's odyssey resonates in a profound Away , cJomparable to the classic films of jean renoir .	1	16
it 's just incredibly dull .	0	-1
a simmering psychological drama in which the bursts Wf sudden violence are all the more startling for the slw buildup that has preceded them .	0	8,18
filmmakes have to dig deep dto sink this low .	0	0,5
but it pays a price for its intricate intellectual gamesmanship .	0	-1
guaranteed to move anyone who ever shook , rattled , or rolled f .	1	12,13
reinforces the often forgotten fact of the wolld 's remarkably varying husman population and mindWset , and its capacity to heal using creative , natural and ancient antidoths e	1	7,11,14,27,28
does n't amount to much of anything .	0	-1
impresses you with its open-endedness an surprises .	0	5
an absorbing , slice-of-depression life tRhat touches nerves and rings true .	0	5
nothing debases a xoncept comedy quite like the grinding of bad ideas , and showtime is crammed full of them .	1	3
a thinly veiled excuse for wilson to play his self-deprecating act against murphy 's well-honed prima donna shtick .	1	-1
at its best early o s imt plays the curlture clashes between the brothers .	0	4,5,6,9
